,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Preprocessing
267,"USER USER Udah minta maaf kunyuk USER bro.\n\nEnak bgt rasan mereka....sebar hoax, minta maaf....sebar hoax lagi, minta maaf lagi.\n\nMesti d sapu dulu USER biar jera nih orang.... URL",1,1,1,0,0,0,0,0,1,1,0,0,maaf kunyuk bro enak banget rasan mereka sebar hoax maaf sebar hoaks lagi maaf lagi mesti sapu biar jera nih orang uniform resource locator
268,"Hello warga Jakarta, Wakil Kepala DPMPTSP Provinsi DKI Jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jakarta membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijakarta",0,0,0,0,0,0,0,0,0,0,0,0,halo warga jakarta wakil kepala dinas penanaman modal pelayanan terpadu pintu provinsi daerah khusus ibukota jakarta denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakarta membuka acara 2018 junior chamber international jci indonesia nasional event
269,"2. Selain perkuat jaringan, Gubernur USER juga menekankan perlunya menguasai state of the art knowledge serta bahasa selama merantau di luar Indonesia USER",0,0,0,0,0,0,0,0,0,0,0,0,2 perkuat jaringan gubernur menekankan menguasai state of the art knowledge bahasa merantau indonesia
270,Pandangan TGB terhadap Agama dan Politik,0,0,0,0,0,0,0,0,0,0,0,0,pandangan tuan guru bajang agama politik
271,RT USER: Provider brengsek',1,1,0,1,0,0,0,0,1,0,1,0,penyedia brengsek
272,Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS,0,0,0,0,0,0,0,0,0,0,0,0,susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1
273,USER USER USER Yang dungu itu orang yang mau ganti presiden!!! Tp g tau siapa!!! Mikiiiir!!!!',1,1,1,0,0,0,0,0,1,1,0,0,dungu orang ganti presiden tau siapa mikiiiir
274,RT USER: Bokep cewek bispak bandung ngentot Croot Di Dalam \xf0\x9f\x98\x80\n\nDownload Full : URL URL,0,1,0,0,0,0,0,0,0,0,0,0,bokep cewek bispak bandung ngentot crot xf0x9fx98x80 unduh full uniform resource locator uniform resource locator
275,USER kampret complain rag ditanggepi fuck',1,1,0,1,0,0,0,0,1,0,1,0,kampret complain raga ditanggapi fuck
276,Kamu kok kaya jablay GTA maunya dijemput pake mobil',1,1,1,0,0,0,0,1,0,1,0,0,kayak jablay grand theft auto maunya dijemput pakai mobil
277,Lihat memek tante',0,1,0,0,0,0,0,0,0,0,0,0,lihat memek tante
278,Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!,1,0,1,0,1,0,0,0,0,0,0,1,kerjanya memusuhi dakwah islam bubarkan hti rakyat berhak lengserkan jokowi kodok tukang pencitraan
279,"USER USER USER USER hah, katanya saling melengkapi. orang buktinya kamu juga goblok. gimana si?'",1,1,1,0,0,0,0,0,1,1,0,0,hah melengkapi orang buktinya goblok si
280,"\xe2\x80\x9cTidak!\xe2\x80\x9d kata salah seorang Khalifah Rasyidin itu, \xe2\x80\x9ckami dahulu memerangi orang kafir bersama mereka\xe2\x80\x9d. \xe2\x80\x9cKalau begitu, mereka orang-orang munafik\xe2\x80\x9d. \xe2\x80\x9cTidak juga. Sebab, orang muna",0,0,0,0,0,0,0,0,0,0,0,0,xe2x80x9ctidak xe2x80x9d salah khalifah rasyidin itu xe2x80x9ckami memerangi orang kafir merekaxe2x80x9d xe2x80x9ckalau begitu orang orang munafikxe2x80x9d xe2x80x9ctidak juga sebab orang munafik
281,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER dia doyan nete un jadi maklumin',0,1,0,0,0,0,0,0,0,0,0,0,suka nete ujian nasional maklumin
282,USER nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,nek lihat match chelsea sih menang mudah emyu iya embuh sih chelsea kacrut ki diprediksi xf0x9fx98x82
283,USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',0,0,0,0,0,0,0,0,0,0,0,0,ya kali tentara nasional indonesia suruh uruskan sampah plastik xf0x9fx98x91
284,"USER USER Itulah yg di khawatirkan dari manuver politik dan kebijakan yg dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'",0,0,0,0,0,0,0,0,0,0,0,0,khawatirkan manuver politik kebijakan rezim ini semoga negara kesatuan republik indonesia tercinta aamiin
285,"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ; ; ""Kitab suci itu fiksi,"" kata Rocky.; ; Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...",0,0,0,0,0,0,0,0,0,0,0,0,permadi arya melaporkan rocky gerung polisi serius tuh kitab suci fiksi rocky pernyataan salah terhina wait penganut agama  menganggap kitab suci
286,USER bajingan tengik memang',0,1,0,0,0,0,0,0,0,0,0,0,bajingan tengik memang
287,Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,1,1,1,0,0,1,0,0,0,1,0,0,pakai buruh cina rakyat pngangguran dasar rejim kodok
288,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER @,1,1,0,1,0,0,0,0,1,0,1,0,
289,rp haneul pada cute padahal rlnya perek.yang on retweet',0,1,0,0,0,0,0,0,0,0,0,0,rupiah haneul cute pacarnya perek yang on retweet
290,"USER USER USER USER USER USER USER USER USER USER USER USER Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'",0,0,0,0,0,0,0,0,0,0,0,0,bilangnya anti asing aseng nda taunya wkwkwkwkwk
291,USER Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan',0,0,0,0,0,0,0,0,0,0,0,0,suriah sekolah radikal rakit bom plg indonesia pkl ya amankan
292,"RT USER: Karena kadang hidup emang kayak tai. Malah kadang yang berak orang lain tapi elo yang harus beresin tainya, tangan lo y\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0,kadang hidup kayak tai kadang berak orang bereskan tainya tangan yxe2x80xa6
293,USER Ih banci selotipan \xf0\x9f\x98\x82',1,1,1,0,0,0,0,1,0,1,0,0,ih banci selotipan xf0x9fx98x82
294,RT USER USER USER USER USER USER USER Haha kalah ni yee org jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0,haha kalah nih iya orang jahat kalah
295,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦",0,0,0,0,0,0,0,0,0,0,0,0,rt keanekaragaman budaya suku agama sesungguhnya kekayaan kita djarot hadapan peserta rakercabsu
296,RT USER: USER Yg cinta orba pasti meng idola kan prabowo &amp; hary tanoe :D,1,0,1,0,0,0,0,0,1,1,0,0,cinta orde meng idola prabowo amp hary tanoe 
297,"Nantang buka Dadalah, eh nyebut Setanlah emang sudah pada habis Kamus ngelawan ""Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nie hati2 kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik"" MERDEKA.",1,1,0,1,0,0,1,0,0,0,1,0,menantang buka dadalah eh menyebut setanlah habis kamus melawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok serangan jantung rakyat indonesia kehilangan badut badut politik merdeka
298,"USER USER USER USER ""BELAH"" duren yaaaa.\nGak dungu,ya gak cebong.\xf0\x9f\x98\x80\xf0\x9f\x98\x86\nMaaf ya.'",1,1,1,0,0,0,0,0,1,1,0,0,belah duren yaaaa dungu ya cebong xf0x9fx98x80xf0x9fx98x86 maaf ya
299,"2,Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad'",0,0,0,0,0,0,0,0,0,0,0,0,2 orang orang yahudi nasrani al kitab taurat injil mengenal muhammad
300,Bubarkan HTI &amp; FPI. URL,1,0,0,1,1,0,0,0,0,0,0,1,bubarkan hati amp fpi uniform resource locator
301,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,1,0,1,0,0,0,0,1,0,1,0,0,ahok verbalnya keras pelampiasan pelarian kelelakiannya lunak
302,USER Sekedar share juga temen2 kantor aku kalo ada pelanggan yg bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. \xf0\x9f\x98\xaf',0,0,0,0,0,0,0,0,0,0,0,0,bagikan teman teman kantor pelanggan bercadar langsung bilang awas bom menghela nafas xf0x9fx98xaf
303,RT USER: Pantat mn nh pngen nusuk dan ditusuk\n\xf0\x9f\x91\x89Open BO WA 08157686707\n #gaybrondong #massageboy #gayjakarta #gayjogja #gaytangger\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,pantat nih menusuk ditusuk xf0x9fx91x89open bo wa 08157686707
304,"USER yg diancam untuk dibunuh itu presiden republik Indonesia mas, trus mesti lapor dulu? apakah penegak hukum gak bisa bertindak jika ada ancaman pembunuhan kepada kepala negaranya?'",0,0,0,0,0,0,0,0,0,0,0,0,diancam dibunuh presiden republik indonesia mas mesti lapor dulu penegak hukum bertindak ancaman pembunuhan kepala negaranya
305,USER kayak orang nyosor mau minta nete ):',0,1,0,0,0,0,0,0,0,0,0,0,kayak orang nyosor nete
306,USER Ngewe bae',0,1,0,0,0,0,0,0,0,0,0,0,ngewe bae
307,USER Jebur bloon bukan cebur',0,1,0,0,0,0,0,0,0,0,0,0,jebur cebur
308,"PKS ultah di Balai Kota, RR ngomong nyapres di Balai Kota. Ganti aja namanya jd â??Balai Politikâ??. ð?¤ª",0,0,0,0,0,0,0,0,0,0,0,0,partai keadilan sejahtera ulang balai kota rr berbicara mencalonkan presiden balai kota ganti namanya balai politik
309,pak USER perlu melanjutkan rencana USER untuk menyeret USER ke pengadilan HAM PBB ! URL,1,0,1,0,0,0,0,0,1,1,0,0,melanjutkan rencana menyeret pengadilan ham pbb uniform resource locator
310,"USER Kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama 7 hari dari tanggal pembelian.\n#HauzMiniQuiz #HauzID\nYuk ikutan\nUSER",0,0,0,0,0,0,0,0,0,0,0,0,kebijakan pengembalian barang konsumen barang rusak cacat produksi konsumen puas produk terhitung 7 tanggal pembelian yuk ikutan
311,Kisah hidup Muhammad yang lebih lengkap dapat didownload di sini,0,0,0,0,0,0,0,0,0,0,0,0,kisah hidup muhammad lengkap diunduh
312,"Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi, budaya, hasil bumi oleh cina harus kita basmi. Demi NKRI. Usir...",1,0,0,1,0,1,0,0,0,0,0,1,penjajahan bumi indonesia hapus kan penjajahan ekonomi budaya hasil bumi cina basmi nkri usir
313,USER USER USER USER USER USER we ada pipis onta tercecer di mari pantes bau pesing',0,1,0,0,0,0,0,0,0,0,0,0,we pipis onta tercecer mari bau pesing
314,"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3",0,0,0,0,0,0,0,0,0,0,0,0,kejadian disini teriak lantang pmrth pro aseng pas ditawari bantuan asing bikin posko intinya mengompori keluarga korban pmrth bilang 15 kelamaan 3
315,"USER USER Mari berjuang....sampai #Jokowi dilanti kembali di thn 2019.\nJangan gentar !\nJangan takut !\nWalau mata benang di leher, walau ujung tombak di porut !!\n\nTidak akan surut langkah kita,\nTidak akan bisu suara kita,\nTidak akan",0,0,0,0,0,0,0,0,0,0,0,0,mari berjuang sampai dilantik 2019 gentar takut mata benang leher ujung tombak perut surut langkah kita bisu suara kita
316,RT USER: USER USER USER USER USER USER kaya monyet',0,1,0,0,0,0,0,0,0,0,0,0,kayak monyet
317,Survei di Metro TV Jokowi menang dari Presiden Baru; Etapi cara ngitungnya gimana ya 45% bisa ngalahin 46%; Jangan2 salah judul maksudnya Jokowi Masih Menangis; ; Sumber : Zie Bajrie,1,0,1,0,0,0,0,0,1,1,0,0,survei metro televisi jokowi menang presiden baru menghitungnya ya 45 mengalahkan 46 salah judul maksudnya jokowi menangis sumber zie bajrie
318,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,
319,"Cuba la tgk anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL",0,0,0,0,0,0,0,0,0,0,0,0,cuba tegak anime ni karakai jozu no takagi san nak feeling feeling cinta monyet zaman sekolah memang throwback habes 9 10 uniform resource locator
320,Serunya Pesta Budaya Erau di Kutai Kartanegara!,0,0,0,0,0,0,0,0,0,0,0,0,serunya pesta budaya derau kutai kartanegara
321,RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,contactnya retweet ya banget kenalan tante jilboobs sange namanya tante dea oxe2x80xa6
322,"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l",0,0,0,0,0,0,0,0,0,0,0,0,debat publik ajang pembuktian pintar sebaliknya ruang akademik pamer ciamik orang kekuatan kelemahan dirinya egosentris namanya kekuatan menahan 
323,Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun USER,1,0,1,0,0,0,0,0,1,0,0,1,duduki istana negara lengserkan jokowi salam
324,RT USER Wah hebatnya pak USER.... Yg lg sibuk pencitraan... USER.. USER.. USER ..USER.... BACA NIH,1,0,1,0,0,0,0,0,1,1,0,0,hebatnya sibuk pencitraan baca nih
325,"USER bagi anda mungkin gk apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sdh menista syariat kami'",1,1,1,0,1,0,0,0,0,1,0,0,apa2 muslim menghinakan kami iblis betina menista syariat kami
326,RT USER baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0,baby kafir buddha teroris myanmar
327,Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL,1,0,0,1,0,1,0,0,0,0,1,0,indonesia merdeka indonesia dijajah orang cina takbir allahu akbar uniform resource locator
328,"memang benar kata pengamat politik Hantayudha ...kalau paslon no.2 ini tidak ada "" khanZ"" nya di Jateng .; ; #JatengGayeng ; #2019TetapJokowi",0,0,0,0,0,0,0,0,0,0,0,0,pengamat politik hanta yudha kalau pasangan calon no 2 khanz nya jawa
329,RT USER USER jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat,1,1,1,0,0,0,0,0,1,1,0,0,jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirllah tobat
330,USER USER USER USER Boleh saya follow bli juga? Saya katolik dan ikut akun prof USER utk menambah wawasan berbangsa...terima kasih',0,0,0,0,0,0,0,0,0,0,0,0,follow beli juga katolik akun prof menambah wawasan berbangsa terima kasih
331,USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...',1,1,1,0,0,0,0,1,0,1,0,0,sih bejat cabul pengecut sih onta ye
332,"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil.",1,0,1,0,0,0,0,0,1,1,0,0,wibisono pencitraan jokowi disebarkan up media massa pro asing terkesan jokowi berhasil
333,RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',1,1,1,0,0,0,0,0,1,1,0,0,adian gaya kayak beruk supir tembak metromini masuk dpr kampungan lu
334,"USER USER.. Km terlalu mainstream mengaartikan ""pintar"". Pintar itu relatif tergantung mo dibawa kemana pengertiannya. Spt anda pintar meng-undeeestimate-kan org. Gw pinter komen ajah. Rejim now pinter mangkrakin janji2 doang. So...making",1,0,1,0,0,0,0,0,1,1,0,0,km mainstream mengaartikan pintar pintar relatif tergantung dibawa kemana pengertiannya surat pemberitahuan tahunan pintar meng undeeestimate kan org gue pintar komen ajah rejim now pintar mangkrakan janji janji doang so making
335,USER Kan emang gw dongo',0,1,0,0,0,0,0,0,0,0,0,0,gue dongo
336,USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',0,0,0,0,0,0,0,0,0,0,0,0,ih masak samakan sampah xf0x9fx98xa3xf0x9fx98xa3xf0x9fx98xa3
337,USER USER USER USER Gw terpukaukaukau #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,gue terpukau
338,"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",0,0,0,0,0,0,0,0,0,0,0,0,aspirasi lina sumedang calon gubernur jabar berantas perebut laki orang meresahkan kehidupan warga desa
339,"USER USER USER USER USER Yaaelah chat aja loe urusin,, noh yg dah keliatan mesum anggotaDPR pd mingkem,, yg nyata selingkuh 7th kalian pura2 budek,,, #bong200 gk nyampe otaknya...'",1,1,0,1,0,0,1,1,0,0,1,0,yaelah chat urusin mesum anggota dewan perwakilan rakyat mingkem nyata selingkuh tujuh pura pura budek otaknya
340,USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....',0,0,0,0,0,0,0,0,0,0,0,0,takut cina party dap bimbang pemahaman dibawa mereka
341,"""Cermin pun pecah saat dirinya berkaca""; ;",0,0,0,0,0,0,0,0,0,0,0,0,cermin pecah berkaca
342,"USER Lansung tag partainya...\nGa berani ya, berarti kau BANCI....'",1,1,1,0,0,0,0,1,0,1,0,0,langsung tag partainya berani ya banci
343,Awwww comel nya asing kan ikut warna',0,0,0,0,0,0,0,0,0,0,0,0,awwww comel nya asing warna
344,"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat.",0,0,0,0,0,0,0,0,0,0,0,0,islam menjadikan manusia idealis realistis kehidupan kini lupa depan diajak keras diajak beristirahat
345,USER KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K,1,1,0,1,1,0,1,1,0,0,1,0,kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk 
346,"USER Agama katholik ngak ada yg menyebut khatolik nusantara, agama kristen protestan ngak ada yg menyebut kristen protestan nusantara, agama hindu ngak ada yg menyebut hindu nusantara, agama budha ngak ada yg menyebut budha nusantara, ...lha kok ini",0,0,0,0,0,0,0,0,0,0,0,0,agama katolik menyebut katolik nusantara agama kristen protestan menyebut kristen protestan nusantara agama hindu menyebut hindu nusantara agama buddha menyebut buddha nusantara lha
347,"3. Karena berbasis teknologi digital, Presiden juga minta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas",0,0,0,0,0,0,0,0,0,0,0,0,3 berbasis teknologi digital presiden sistem betul betul jalan langsung ramah pengguna
348,USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,ah perasaanmu menghibur diri cebong bahagia presiden cebong punya tol cebong punya elo germo xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82
349,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya URL",1,0,1,0,0,0,0,0,1,1,0,0,resah presiden hidup penuh drama pencitraan main film televisi joko judulnya uniform resource locator
350,Agama: Kristen\nGolongan Darah: B\nAsal : San Fernando Valley',0,0,0,0,0,0,0,0,0,0,0,0,agama kristen golongan darah  san fernando valley
351,Budha bunuh muslim di myanmar,1,0,0,1,1,0,0,0,0,0,1,0,buddha bunuh muslim myanmar
352,USER jahudi bangke minta sama jerman sana tempat ibadah',1,1,0,1,1,1,0,0,0,0,1,0,yahudi bangkai jerman ibadah
353,PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1,0,1,0,0,0,0,0,1,1,0,0,papa ketua fraksi rakyat nya setya novanto dewan perwakilan rakyat pecat ketua dewan perwakilan rakyat pecat dewan perwakilan rakyat
354,USER USER USER USER Cina',0,0,0,0,0,0,0,0,0,0,0,0,cina
355,USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak,1,1,0,1,0,1,0,0,0,0,1,0,hoax kodok biawak meroket sekop bangsat karbitan munafik
356,Itu yg pada ribut komunis blabla mungkin emoh baca. Yg baca pun kalo punya niat agitasi nyerang pemerintah pake ini cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0,ribut komunis bla bla emoh baca baca niat agitasi menyerang pemerintah pakai cari simpatisan
357,10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦,0,0,0,0,0,0,0,0,0,0,0,0,10 presiden jokowi berharap skema kerja pembangunan pembangunan lainnya
358,"pemilu langsung biar bwt milih presiden n dpr sj; capres pun biar tdk kyk kucing dlm karung, ; mgkn bisa bikin mekanisme baru yg lebih ok,; misal capres ditentukan dari gubernur yg berprestasi, jd yg boleh maju jd capres hanya yg sdh jd gubernur,",0,0,0,0,0,0,0,0,0,0,0,0,pemilihan langsung biar memilih presiden dewan perwakilan rakyat sj calon presiden biar kayak kucing karung bikin mekanisme ok calon presiden ditentukan gubernur berprestasi maju calon presiden gubernur
359,"USER Gak vital gimana?udah dari kapan inter gak punya bek kanan yg bisa jd pembeda, terakhir itu ya era maicon, D'ambrosio juga baru2 setelah kedatangan cancelo bagusnya...\nHmmmm,,,berarti kesimpulannya yg geblek ausilio ini... \xf0\x9f\x98\x81\xf0",1,1,1,0,0,0,0,0,1,1,0,0,vital gimana udah inter bek kanan pembeda ya era maicon  ambrosio kedatangan cancelo bagusnya hmmmm berarti kesimpulannya geblek ausilio ini xf0x9fx98x81xf0
360,USER Namanya jg agama munafik...',1,1,1,0,1,0,0,0,0,1,0,0,namanya agama munafik
361,43. Contoh lain: meski banyak tudingan dugaan korupsi tapi SBY tdk pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi,1,0,1,0,0,0,0,0,1,1,0,0,43 contoh lain tudingan dugaan korupsi susilo bambang yudhoyono dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi
362,Saya mencium bau bau pecun URL,0,1,0,0,0,0,0,0,0,0,0,0,mencium bau bau pecun uniform resource locator
363,"Berhenti jadi konsumen wisata Haji & Umoh yg menipu, jadilah podusen wisata jiarah Indonesia",1,0,0,1,1,0,0,0,0,0,1,0,berhenti konsumen wisata haji rumah menipu produsen wisata jiarah indonesia
364,Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.',0,0,0,0,0,0,0,0,0,0,0,0,pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf van kamar gas bergerak mengeksekusi orang orang yahudi
365,"RT USER USER Yg ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.",1,0,1,0,0,0,0,0,1,1,0,0,ada caci maki penista agama ketahuan poligami ngumpet2 digituin sih ogah
366,USER Bubarin nkri harga mati,1,0,0,1,0,0,0,0,1,0,0,1,bubarkan negara kesatuan republik indonesia harga mati
367,"USER Ingat baik-baik kata si royson, ""jokowi kacung gua..!""\n\nItulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA!\n\nSo, menjadi wajib untuk #2019GantiPresiden!'",1,1,1,0,0,1,0,0,0,1,0,0,baik baik sih royson jokowi kacung gua alasan fundamentalnya rezim sengaja masuk debt trap komunis cina so wajib
368,USER USER WKWKWKWK MAMPUS. aku mau pepet ujin ah',0,1,0,0,0,0,0,0,0,0,0,0,wkwk mampus pepet ujian ah
369,Gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0,gubernur jaman now ya anti hoaks menyebar isu
370,Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan,1,1,0,1,1,0,0,0,0,0,0,1,azan televisi memanggil manggil allah subhanahu wa taala dungu biadab dihentikan acara catut nama tuhan dilanjutkan
371,USER USER USER USER Semua itu terdapat pada kelakuan bani CEBONG....',1,1,0,1,0,0,0,0,1,0,1,0,kelakuan bani cebong
372,Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam',0,0,0,0,0,0,0,0,0,0,0,0,baju yahudi bertopi siap 4 bas geng jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga siap nih out of place mohon direjam
373,USER Gua ge akan marah. Cuma auto blacklist dari kehidupan gue.\n\nSampah apa gunanya kalo ga didaur ulang?',0,0,0,0,0,0,0,0,0,0,0,0,gue ge marah auto daftar hitam kehidupan gue sampah gunanya didaur ulang
374,USER USER Anjir apa rasanyaa bekas silit mah',0,1,0,0,0,0,0,0,0,0,0,0,anjir bekas silit mah
375,USER USER Cebong makin kepanasan jadi makin ngawur. \xf0\x9f\x98\x95\xf0\x9f\x98\x95',1,1,1,0,0,0,0,0,1,1,0,0,cebong kepanasan ngawur xf0x9fx98x95xf0x9fx98x95
376,amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel,0,0,0,0,0,0,0,0,0,0,0,0,amin semoga bertiga menampilkan terbaik menyumbangan medali sumatra selatan
377,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,
